# umem prodcons t=8 size=16:64 ops=20000000 alloc_failures=0
throughput_mops = 8.790
lat_p50_ns = 63
lat_p99_ns = 279
lat_p999_ns = 1005
lat_max_ns = 1700653
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=8
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            0              0              0            0
umem_magazine_255                     0            0            0            0            0            0              0              0            0
umem_slab_cache                       0            0            0            0            0            0              0              0            0
umem_bufctl_cache                     0            0            0            0            0            0              0              0            0
umem_va_4096                          0            0            0            0            0            0              0              0            0
umem_va_32768                         0            0            0            0            0            0              0              0            0
umem_alloc_32                        37            0            0          117         1517           21              0              0            0
umem_alloc_48                      6456            0            0         2256        23859           90              0              0            0
umem_alloc_64                      6385            0            0         2227        23872           74              0              0            0
umem_alloc_80                      4956            0            0         2124        22362           78              0              0            0
umem_alloc_32768                      0            0            0            8            0            0              0              0            0
