# umem frag t=192 size=64:256 ops=38171775 alloc_failures=0
throughput_mops = 3.467
lat_p50_ns = 353
lat_p99_ns = 1218392
lat_p999_ns = 3914261
lat_max_ns = 143355434
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=192
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            1              0              0            0
umem_magazine_255                     0            0            0            0            0           52              0              0            0
umem_slab_cache                       0            0            0            0            0            0              0              0            0
umem_bufctl_cache                     0            0            0            0            0          151              0              0            0
umem_va_4096                          0            0            0            0            0           53              0              0            0
umem_va_32768                         0            0            0            0            0            0              0              0            0
umem_alloc_80                         0            0            0          192            0            3              0              0            0
umem_alloc_96                    364475            0            0         1990         4783         2067              0              0            0
umem_alloc_112                   346157            0            0         1997         4814         2040              0              0            0
umem_alloc_128                   352454            0            0         1995         4811         2102              0              0            0
umem_alloc_160                   266846            0            0         4999        13831         5626              0              0            0
umem_alloc_192                   255386            0            0         5029        13927         5664              0              0            0
umem_alloc_224                   261988            0            0         5050        13851         6139              0              0            0
umem_alloc_256                   269559            0            0         5009        13837         5728              0              0            0
umem_alloc_320                   350756            0            0         2017         5356         1800              0              0            0
umem_alloc_32768                      0            0            0          188            0            0              0              0            0
