# umem prodcons t=192 size=16:64 ops=19200000 alloc_failures=0
throughput_mops = 1.908
lat_p50_ns = 584
lat_p99_ns = 53984
lat_p999_ns = 281197
lat_max_ns = 28614069
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=192
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            4              0              0            0
umem_magazine_255                     0            0            0            0            0            0              0              0            0
umem_slab_cache                       0            0            0            0            0            0              0              0            0
umem_bufctl_cache                     0            0            0            0            0            0              0              0            0
umem_va_4096                          0            0            0            0            0           15              0              0            0
umem_va_32768                         0            0            0            0            0            0              0              0            0
umem_alloc_32                    125145            0            0          356         1140          119              0              0            0
umem_alloc_48                   2088326            0            0          517        24334         2547              0              0            0
umem_alloc_64                   2095428            0            0          517        24335         2444              0              0            0
umem_alloc_80                   1963614            0            0          511        22778         2365              0              0            0
umem_alloc_32768                      0            0            0          156            2            4              0              0            0
