# umem frag t=8 size=16:64 ops=38280855 alloc_failures=0
throughput_mops = 10.188
lat_p50_ns = 132
lat_p99_ns = 2676
lat_p999_ns = 15366
lat_max_ns = 6718123
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=8
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            0              0              0            0
umem_magazine_255                     0            0            0            0            0            0              0              0            0
umem_slab_cache                       0            0            0            0            0            0              0              0            0
umem_bufctl_cache                     0            0            0            0            0          909              0              0            0
umem_va_4096                          0            0            0            0            0           38              0              0            0
umem_va_24576                         0            0            0            0            0            0              0              0            0
umem_alloc_32                      1375            0            0         2196          474           55              0              0            0
umem_alloc_48                      5981            0            0        38936         5649        34305              0              0            0
umem_alloc_64                      5526            0            0        38786         5783        32004              0              0            0
umem_alloc_80                      6599            0            0        38915         5679        12654              0              0            0
umem_alloc_24576                      0            0            0            8            0            0              0              0            0
