# umem multi t=192 size=16:64 ops=199999872 alloc_failures=0
throughput_mops = 336.056
lat_p50_ns = 36
lat_p99_ns = 61
lat_p999_ns = 325
lat_max_ns = 381608987
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=192
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_7                       0            0            0            0            0            0              0              0            0
umem_magazine_255                     0            0            0            0            0            0              0              0            0
umem_slab_cache                       0            0            0            0            0            0              0              0            0
umem_bufctl_cache                     0            0            0            0            0         9475              0              0            0
umem_va_4096                          0            0            0            0            0            0              0              0            0
umem_va_24576                         0            0            0            0            0            0              0              0            0
umem_alloc_32                         1            0            0           96            0            0              0              0            0
umem_alloc_48                         2            0            0          123            0            0              0              0            0
umem_alloc_64                         2            0            0          136            0            0              0              0            0
umem_alloc_80                         2            0            0          138            0            0              0              0            0
umem_alloc_24576                      0            0            0          139            0            3              0              0            0
