# umem multi t=8 size=64:256 ops=20000000 alloc_failures=0
throughput_mops = 31.318
lat_p50_ns = 45
lat_p99_ns = 113
lat_p999_ns = 141
lat_max_ns = 4853118
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=8
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            0              0              0            0
umem_magazine_127                     0            0            0            0            0            0              0              0            0
umem_magazine_255                     0            0            0            0            0            0              0              0            0
umem_slab_cache                       0            0            0            0            0            1              0              0            0
umem_bufctl_cache                     0            0            0            0            0         1134              0              0            0
umem_va_4096                          0            0            0            0            0            0              0              0            0
umem_va_24576                         0            0            0            0            0            0              0              0            0
umem_alloc_80                         0            0            0            7            0            0              0              0            0
umem_alloc_96                         0            0            0            7            0            0              0              0            0
umem_alloc_112                        0            0            0            7            0            0              0              0            0
umem_alloc_128                        0            0            0            7            0            0              0              0            0
umem_alloc_160                        0            0            0            7            0            0              0              0            0
umem_alloc_192                        0            0            0            7            0            0              0              0            0
umem_alloc_224                        0            0            0            7            0            0              0              0            0
umem_alloc_256                        0            0            0            7            0            0              0              0            0
umem_alloc_320                        0            0            0            7            0            0              0              0            0
umem_alloc_24576                      0            0            0            7            0            2              0              0            0
