# umem prodcons t=8 size=16:64 ops=20000000 alloc_failures=0
throughput_mops = 13.272
lat_p50_ns = 70
lat_p99_ns = 226
lat_p999_ns = 853
lat_max_ns = 3403717
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=8
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            1              0              0            0
umem_magazine_255                     0            0            0            0            0            0              0              0            0
umem_slab_cache                       0            0            0            0            0            0              0              0            0
umem_bufctl_cache                     0            0            0            0            0          255              0              0            0
umem_va_4096                          0            0            0            0            0            3              0              0            0
umem_va_24576                         0            0            0            0            0            0              0              0            0
umem_alloc_32                         0            0            0           27         1611           30              0              0            0
umem_alloc_48                      4229            0            0           44        26078          199              0              0            0
umem_alloc_64                      4392            0            0           45        26060          240              0              0            0
umem_alloc_80                      3039            0            0           40        24457          217              0              0            0
umem_alloc_24576                      0            0            0            7            0            0              0              0            0
