arm,label,replicate,
nomangle,prodcons-8-64:256,2,umem,producer-consumer,8,80000000,10000000,8.903377,8985354.44,16,129,347,579,2313,45838,167,19513344,19513344,6380177262,0,0,,,0,66153.8,579.7,0.0359,5,0,0,0
mangle,prodcons-8-64:256,2,umem,producer-consumer,8,80000000,10000000,8.302336,9635841.83,16,103,349,605,2000,1166992,149,21028864,21028864,6380177262,0,0,,,0,63236.9,370.1,0.0184,5,0,0,0
nomangle,prodcons-8-64:256,3,umem,producer-consumer,8,80000000,10000000,8.257525,9688133.30,16,119,436,679,2328,1010408,179,20557824,20557824,6380177262,0,0,,,0,64710.9,369.9,0.0189,5,0,0,0
mangle,prodcons-8-64:256,3,umem,producer-consumer,8,80000000,10000000,6.056696,13208521.70,16,183,486,811,2653,1037340,232,20672512,20672512,6380177262,0,0,,,0,47708.0,179.6,0.0407,5,0,0,0
nomangle,prodcons-8-64:256,4,umem,producer-consumer,8,80000000,10000000,6.226085,12849166.30,16,169,507,836,2683,1009447,231,18952192,18952192,6380177262,0,0,,,0,48901.8,620.5,0.0219,5,0,0,0
mangle,prodcons-8-64:256,4,umem,producer-consumer,8,80000000,10000000,6.147654,13013094.41,16,116,383,675,2253,121192,178,20942848,20942848,6380177262,0,0,,,0,45667.9,559.9,0.0460,5,0,0,0
nomangle,prodcons-8-64:256,5,umem,producer-consumer,8,80000000,10000000,6.282925,12732922.66,16,128,415,779,2430,1072308,193,20246528,20246528,6380177262,0,0,,,0,47145.3,889.1,0.0611,5,0,0,0
mangle,prodcons-8-64:256,5,umem,producer-consumer,8,80000000,10000000,7.221574,11077917.89,16,104,454,836,2408,89328,182,20021248,20021248,6380177262,0,0,,,0,56304.3,560.0,0.0567,5,0,0,0
nomangle,prodcons-32-64:256,1,umem,producer-consumer,32,80000000,2500000,15.036756,5320296.38,17,87,313,550,1167,1327903,122,44871680,44871680,6379801007,0,0,,,0,475302.3,1269.5,0.0231,5,0,0,0
mangle,prodcons-32-64:256,1,umem,producer-consumer,32,80000000,2500000,12.102342,6610290.84,17,93,337,555,1108,1118282,130,45662208,45662208,6379801007,0,0,,,0,382629.0,819.7,0.0185,5,0,0,0
nomangle,prodcons-32-64:256,2,umem,producer-consumer,32,80000000,2500000,13.785232,5803311.65,17,102,354,568,1183,1194920,140,46460928,46460928,6379801007,0,0,,,0,434877.3,390.1,0.0276,5,0,0,0
mangle,prodcons-32-64:256,2,umem,producer-consumer,32,80000000,2500000,13.208515,6056698.93,17,92,324,550,1142,10309891,127,47386624,47386624,6379801007,0,0,,,0,413018.6,1989.2,0.0538,5,0,0,0
nomangle,prodcons-32-64:256,3,umem,producer-consumer,32,80000000,2500000,12.031730,6649085.16,17,88,333,590,930,1072389,129,46280704,46280704,6379801007,0,0,,,0,378507.7,690.0,0.0100,5,0,0,0
mangle,prodcons-32-64:256,3,umem,producer-consumer,32,80000000,2500000,12.335545,6485323.39,17,98,382,585,1282,1089493,147,47964160,47964160,6379801007,0,0,,,0,388309.9,1189.7,0.0206,5,0,0,0
nomangle,prodcons-32-64:256,4,umem,producer-consumer,32,80000000,2500000,14.520158,5509581.91,17,230,513,721,2439,638589,260,48435200,48435200,6379801007,0,0,,,0,455041.0,1500.2,0.0317,5,0,0,0
mangle,prodcons-32-64:256,4,umem,producer-consumer,32,80000000,2500000,12.366908,6468876.51,17,88,335,576,967,1149749,128,44998656,44998656,6379801007,0,0,,,0,392646.6,420.0,0.0283,5,0,0,0
nomangle,prodcons-32-64:256,5,umem,producer-consumer,32,80000000,2500000,12.386865,6458453.92,17,152,478,690,2143,1096299,211,47022080,47022080,6379801007,0,0,,,0,392273.3,910.4,0.0292,5,0,0,0
mangle,prodcons-32-64:256,5,umem,producer-consumer,32,80000000,2500000,14.324093,5584995.98,17,113,413,607,1509,1074099,167,44892160,44892160,6379801007,0,0,,,0,444856.2,2240.2,0.0185,5,0,0,0
