# umem prodcons t=192 size=16:64 ops=19999872 alloc_failures=0
throughput_mops = 1.833
lat_p50_ns = 467
lat_p99_ns = 42887
lat_p999_ns = 194514
lat_max_ns = 490431641
# umem contention dump
# rseq_enabled=1 asm_safe=1 ncpus=192
cache                          cc_alloc  full_reload   empty_reld    dep_local   dep_remote   dep_conten     rseq_alloc      rseq_free   rseq_rstrt
umem_magazine_3                       0            0            0            0            0            7              0              0            0
umem_magazine_255                     0            0            0            0            0            1              0              0            0
umem_slab_cache                       0            0            0            0            0            3              0              0            0
umem_bufctl_cache                     0            0            0            0            0        14142              0              0            0
umem_va_4096                          0            0            0            0            0           31              0              0            0
umem_va_24576                         0            0            0            0            0            2              0              0            0
umem_alloc_32                    124166            0            0          396         1164          163              0              0            0
umem_alloc_48                   1907327            0            0          578        25358         3276              0              0            0
umem_alloc_64                   1910397            0            0          583        25353         3307              0              0            0
umem_alloc_80                   1786685            0            0          580        23727         3226              0              0            0
umem_alloc_24576                      0            0            0          163            0           12              0              0            0
